,Household_ID,Daily_Water_Usage_Liters,Number_of_Family_Members,Type_of_Residence,Water_Source,Monthly_Water_Bill,Smart_Meter_Reading,Leakage_Detection,Region,Income_Bracket,Number_of_Bathrooms,Average_Shower_Time_Minutes,Rainwater_Harvesting
95678,HH095679,161.47,3,apartment,municipal,25.57,164.45,Yes,Urban,High,1,5.44,No
95682,HH095683,190.76,8.0,house,well,28.02,196.18,No,Rural,Low,1.0,10.5,No
95688,HH095689,201.74,3,apartment,municipal,32.26,207.25,No,Urban,Low,4.0,8.79,No
95694,HH095695,250.48,4.0,house,municipal,40.08,257.64,No,Suburban,Medium,1.0,11.73,No
95696,HH095697,308.27,2.0,apartment,borewell,49.51,304.33,No,Urban,Medium,2.0,3.0,No
95698,HH095699,175.86,3,house,municipal,27.6,177.19,No,Urban,Low,2.0,5.7,No
95699,HH095700,108.69,3,apartment,rainwater harvesting,14.82,101.6,No,Suburban,Medium,1,11.54,No
95703,HH095704,268.31,5.0,apartment,municipal,36.71,274.37,No,Urban,Medium,3.0,10.04,No
95710,HH095711,165.3,3,house,municipal,23.7,161.86,Yes,Rural,High,1.0,10.43,No
95723,HH095724,273.12,3.0,apartment,municipal,44.35,277.32,No,Urban,Medium,2.0,7.69,No
95725,HH095726,226.55,3,apartment,municipal,36.49,218.84,No,Suburban,Medium,1.0,9.18,No
95735,HH095736,185.77,5.0,apartment,rainwater harvesting,26.05,188.54,No,Urban,Medium,3.0,3.48,No
95743,HH095744,148.85,5.0,apartment,municipal,20.55,153.26,No,Urban,Medium,1.0,7.38,No
95745,HH095746,128.81,3,apartment,borewell,17.93,125.45,No,Suburban,Low,1,5.53,No
95748,HH095749,235.68,3,apartment,borewell,33.96,238.94,No,Rural,Medium,1,3.28,No
95761,HH095762,278.82,3,house,municipal,41.63,276.55,No,Urban,Medium,1.0,6.8,No
95773,HH095774,137.04,3,house,municipal,21.89,141.77,No,Suburban,Medium,1.0,11.89,No
95799,HH095800,210.15,4.0,apartment,municipal,32.66,212.03,No,Urban,Medium,2.0,8.23,No
95801,HH095802,241.31,3.0,apartment,municipal,36.72,246.4,No,Urban,Medium,2.0,5.89,No
95811,HH095812,137.92,2.0,house,well,18.95,136.86,No,Urban,Medium,3.0,11.84,No
95814,HH095815,263.99,3,apartment,municipal,42.08,265.15,No,Urban,High,1,5.23,No
95821,HH095822,208.89,3,apartment,municipal,33.42,206.02,No,Urban,Low,1.0,5.02,No
95825,HH095826,168.69,2.0,apartment,municipal,23.07,166.09,No,Rural,Medium,1.0,9.87,No
95834,HH095835,168.03,6.0,house,borewell,22.98,160.9,No,Urban,Low,2.0,10.64,No
95836,HH095837,137.54,9.0,house,municipal,20.32,146.56,No,Suburban,Low,1.0,5.62,No
95839,HH095840,236.34,5.0,apartment,municipal,32.48,238.76,No,Urban,High,1,6.22,No
95849,HH095850,170.65,5.0,house,municipal,24.19,177.88,No,Suburban,Medium,3.0,5.83,No
95851,HH095852,216.16,3,apartment,rainwater harvesting,31.38,216.55,No,Rural,Medium,1.0,6.12,No
95855,HH095856,305.64,2.0,apartment,municipal,47.49,306.81,No,Suburban,Medium,3.0,11.69,No
95856,HH095857,175.33,10.0,apartment,rainwater harvesting,23.8,168.13,No,Urban,Medium,1,10.5,No
95863,HH095864,246.9,3,apartment,municipal,36.62,252.81,No,Urban,Medium,1,12.97,No
95880,HH095881,109.82,3.0,house,municipal,16.92,112.29,No,Urban,Medium,1,11.81,No
95888,HH095889,232.67,4.0,house,municipal,35.22,236.73,No,Urban,Medium,1.0,7.39,No
95896,HH095897,195.52,4.0,apartment,rainwater harvesting,31.65,186.35,No,Urban,Low,1.0,4.39,No
95902,HH095903,214.87,3.0,apartment,municipal,35.45,225.67,No,Urban,Medium,4.0,8.76,No
95911,HH095912,303.9,2.0,house,municipal,41.71,315.79,No,Urban,Medium,1,11.16,Yes
95920,HH095921,238.48,2.0,apartment,municipal,38.12,236.65,No,Urban,High,1,10.64,No
95922,HH095923,298.14,3,apartment,municipal,45.01,301.14,No,Urban,Medium,1,12.8,No
95923,HH095924,176.07,3.0,house,municipal,25.82,175.64,No,Suburban,Low,1,8.69,No
95928,HH095929,151.04,3.0,apartment,borewell,22.6,144.27,No,Urban,Medium,1.0,11.07,No
95930,HH095931,147.39,3,apartment,well,21.98,150.14,No,Urban,Low,1.0,10.74,No
95931,HH095932,211.59,3,house,municipal,31.78,218.37,No,Rural,Medium,1.0,8.2,No
95949,HH095950,110.54,2.0,house,municipal,17.44,109.82,No,Urban,High,1.0,3.0,No
95953,HH095954,268.15,4.0,apartment,well,36.66,277.5,No,Urban,Medium,1.0,11.22,No
95967,HH095968,305.43,2.0,house,borewell,42.74,312.01,No,Urban,High,1.0,12.19,No
95969,HH095970,193.75,3,house,municipal,26.58,189.46,No,Urban,Low,2.0,3.58,No
95992,HH095993,172.55,4.0,apartment,borewell,26.61,169.89,No,Urban,Medium,1.0,8.62,No
95997,HH095998,231.77,3.0,apartment,borewell,33.27,232.43,No,Rural,Low,1,7.84,No
96011,HH096012,183.12,2.0,apartment,municipal,28.74,192.29,No,Urban,Medium,1,4.14,No
96048,HH096049,240.49,5.0,apartment,municipal,33.09,235.29,No,Rural,Medium,2.0,6.5,No
96049,HH096050,253.52,5.0,apartment,borewell,35.15,257.38,No,Urban,Medium,4.0,8.68,No
96052,HH096053,231.56,3,apartment,municipal,36.06,231.07,No,Urban,High,2.0,7.79,No
96058,HH096059,218.25,3.0,apartment,municipal,32.2,218.19,No,Urban,Medium,4.0,5.92,No
96067,HH096068,113.65,3,apartment,municipal,16.08,112.87,No,Suburban,Medium,2.0,10.63,No
96071,HH096072,101.75,7.0,apartment,municipal,14.35,98.99,No,Urban,Medium,1.0,9.41,No
96078,HH096079,293.34,3,house,municipal,43.78,294.42,No,Rural,Medium,2.0,9.94,No
96080,HH096081,242.44,1.0,apartment,borewell,36.15,244.27,No,Suburban,Medium,1.0,7.6,No
96088,HH096089,205.21,2.0,apartment,municipal,33.22,203.36,No,Urban,Medium,1.0,12.96,No
96092,HH096093,191.72,2.0,apartment,municipal,28.8,188.41,No,Urban,Low,1.0,5.88,No
96097,HH096098,118.73,4.0,apartment,municipal,19.34,117.78,No,Urban,Medium,3.0,8.94,No
96098,HH096099,177.39,7.0,apartment,municipal,27.57,175.52,No,Rural,Low,1,14.95,No
96102,HH096103,144.27,4.0,apartment,municipal,19.71,141.02,No,Urban,Medium,1.0,7.37,No
96116,HH096117,235.66,3.0,apartment,municipal,34.43,233.64,No,Urban,Medium,1.0,7.91,No
96121,HH096122,147.83,3,house,municipal,24.16,147.12,No,Urban,Medium,2.0,7.69,No
96124,HH096125,241.35,2.0,house,municipal,36.99,248.19,No,Urban,Medium,1,7.74,No
96129,HH096130,133.17,3,apartment,municipal,20.66,136.71,No,Urban,Medium,1,13.22,No
96131,HH096132,159.41,3.0,apartment,municipal,22.66,157.32,No,Urban,Medium,1,5.62,No
96143,HH096144,211.0,4.0,apartment,municipal,30.88,206.45,No,Rural,High,1.0,13.67,No
96145,HH096146,199.04,2.0,apartment,municipal,32.76,194.31,No,Urban,Low,1.0,9.3,No
96152,HH096153,181.17,4.0,apartment,rainwater harvesting,26.56,185.51,No,Urban,Low,1,8.34,No
96160,HH096161,164.49,2.0,apartment,municipal,24.76,169.87,No,Rural,Low,2.0,7.74,Yes
96162,HH096163,226.75,3.0,house,municipal,34.79,235.57,No,Urban,Medium,1.0,10.56,No
96175,HH096176,198.69,3,apartment,municipal,29.11,201.67,No,Urban,Medium,1.0,11.67,No
96176,HH096177,239.93,3,house,municipal,39.5,242.58,No,Urban,Medium,1,11.39,No
96196,HH096197,161.88,9.0,apartment,municipal,24.17,173.53,No,Suburban,High,2.0,14.37,No
96207,HH096208,98.88,3,apartment,municipal,13.88,96.3,No,Urban,Medium,1.0,12.18,No
96213,HH096214,230.83,3,apartment,municipal,36.01,231.19,No,Urban,Low,1,10.85,No
96218,HH096219,294.23,3.0,apartment,municipal,41.16,295.71,No,Urban,Medium,1,9.24,No
96220,HH096221,180.54,3,apartment,rainwater harvesting,27.22,187.0,Yes,Urban,Medium,3.0,6.3,No
96223,HH096224,202.3,4.0,house,municipal,27.43,200.71,No,Suburban,Medium,1.0,6.58,No
96228,HH096229,168.86,4.0,house,municipal,27.33,163.54,No,Rural,Medium,4.0,11.87,No
96232,HH096233,171.68,2.0,house,municipal,26.66,165.95,No,Urban,Low,1,11.37,No
96233,HH096234,114.3,5.0,apartment,rainwater harvesting,17.06,114.83,No,Rural,Medium,2.0,8.4,No
96234,HH096235,228.01,2.0,apartment,municipal,35.18,225.04,No,Suburban,Medium,1,5.06,No
96237,HH096238,254.49,3.0,apartment,municipal,38.27,252.75,No,Urban,Medium,3.0,14.46,No
96244,HH096245,210.58,1.0,apartment,rainwater harvesting,31.87,214.09,No,Urban,High,1,7.01,No
96248,HH096249,169.32,2.0,apartment,municipal,27.11,173.13,No,Urban,High,1,3.58,No
96255,HH096256,191.88,4.0,apartment,municipal,30.15,197.4,No,Urban,Low,1,7.91,No
96261,HH096262,209.43,5.0,house,municipal,33.1,204.76,No,Urban,Medium,1.0,4.6,No
96270,HH096271,144.5,5.0,apartment,municipal,19.9,143.78,No,Urban,Medium,1,5.03,No
96287,HH096288,205.29,4.0,apartment,municipal,29.69,205.07,No,Rural,Medium,2.0,7.79,No
96296,HH096297,148.22,4.0,apartment,municipal,23.92,146.44,No,Urban,Medium,4.0,10.35,No
96298,HH096299,249.77,3,apartment,municipal,33.86,252.69,No,Urban,Medium,1,10.51,No
96306,HH096307,215.1,3,apartment,rainwater harvesting,29.83,212.42,No,Urban,Medium,3.0,8.17,No
96314,HH096315,158.16,6.0,apartment,borewell,22.98,163.07,No,Urban,Low,1,7.93,No
96326,HH096327,105.86,3,apartment,municipal,16.45,110.84,No,Urban,Medium,3.0,5.53,No
96346,HH096347,248.41,5.0,apartment,municipal,39.0,247.34,No,Suburban,Medium,1.0,13.56,No
96366,HH096367,142.75,5.0,apartment,rainwater harvesting,20.93,140.35,No,Urban,Medium,1.0,6.14,No
96372,HH096373,177.33,2.0,house,municipal,28.73,179.74,No,Urban,Low,1.0,7.77,No
96377,HH096378,222.34,5.0,house,municipal,35.68,220.95,No,Urban,Low,2.0,12.71,No
96386,HH096387,84.72,5.0,apartment,municipal,13.07,77.82,No,Urban,High,1.0,8.0,Yes
96396,HH096397,86.03,4.0,apartment,municipal,11.8,84.94,No,Urban,Medium,1,9.2,No
96400,HH096401,174.98,3,house,municipal,26.03,168.21,No,Urban,Low,1,11.01,No
96406,HH096407,137.12,2.0,apartment,municipal,21.06,145.09,No,Urban,High,1,5.08,No
96410,HH096411,209.02,4.0,apartment,rainwater harvesting,30.84,209.99,No,Urban,Medium,1,8.72,No
96415,HH096416,222.86,4.0,apartment,municipal,35.84,219.89,No,Urban,Medium,4.0,8.61,No
96416,HH096417,297.96,4.0,apartment,rainwater harvesting,43.23,299.7,No,Urban,High,2.0,6.88,No
96417,HH096418,208.89,2.0,house,municipal,28.62,200.11,No,Urban,Low,1,11.35,No
96420,HH096421,137.29,4.0,apartment,municipal,20.48,136.33,No,Urban,Medium,1,3.0,No
96437,HH096438,300.53,3,apartment,municipal,45.03,310.65,No,Urban,Low,3.0,9.06,No
96439,HH096440,221.66,3,apartment,municipal,33.49,221.18,No,Suburban,Medium,1.0,7.71,No
96444,HH096445,217.14,3.0,house,municipal,33.16,225.9,No,Suburban,Medium,1,7.38,No
96459,HH096460,219.72,3,apartment,municipal,29.92,224.99,No,Rural,High,1,7.63,No
96463,HH096464,205.19,4.0,apartment,rainwater harvesting,29.43,211.13,No,Urban,Medium,1.0,5.94,No
96471,HH096472,260.83,2.0,house,rainwater harvesting,36.43,258.45,No,Urban,Medium,1,3.0,No
96473,HH096474,144.98,4.0,apartment,municipal,20.44,147.31,No,Urban,Medium,2.0,10.15,No
96474,HH096475,208.84,3,apartment,municipal,30.13,212.65,No,Rural,Medium,2.0,4.11,No
96475,HH096476,189.04,3,apartment,municipal,26.16,196.77,No,Urban,Medium,1.0,4.1,No
96478,HH096479,187.07,5.0,apartment,municipal,29.29,181.4,No,Urban,Low,2.0,3.78,No
96481,HH096482,245.35,3.0,apartment,well,38.17,250.49,No,Urban,High,1,10.57,No
96483,HH096484,170.16,5.0,apartment,municipal,26.15,176.83,No,Rural,Medium,3.0,3.0,No
96485,HH096486,189.58,4.0,house,municipal,29.5,181.78,Yes,Urban,Medium,1,8.25,No
96493,HH096494,214.23,1.0,apartment,borewell,31.75,211.5,No,Urban,Medium,1,8.11,No
96495,HH096496,189.89,5.0,house,municipal,29.63,194.44,No,Urban,Medium,2.0,6.22,No
96496,HH096497,170.9,5.0,apartment,municipal,27.64,172.31,Yes,Rural,Medium,1.0,3.47,No
96510,HH096511,230.26,4.0,apartment,municipal,31.36,235.05,No,Urban,Low,2.0,12.73,No
96513,HH096514,151.71,3.0,apartment,municipal,23.38,156.29,No,Rural,Medium,1,6.91,No
96514,HH096515,206.33,3,apartment,borewell,31.81,203.96,No,Urban,Medium,1.0,6.94,No
96515,HH096516,110.95,2.0,house,municipal,16.49,112.16,No,Urban,Medium,1,8.07,No
96517,HH096518,132.3,4.0,apartment,municipal,18.02,134.05,Yes,Suburban,Medium,3.0,9.44,No
96521,HH096522,133.19,3,apartment,municipal,19.66,132.4,No,Suburban,Low,3.0,10.16,No
96526,HH096527,153.62,3,apartment,municipal,22.13,153.54,No,Urban,Medium,1,6.75,Yes
96536,HH096537,205.83,5.0,apartment,borewell,28.13,208.44,No,Urban,Medium,1.0,8.01,No
96542,HH096543,234.48,3,apartment,municipal,32.72,243.02,No,Urban,Low,1,13.46,No
96556,HH096557,202.05,5.0,apartment,municipal,30.59,211.87,No,Rural,Medium,1,3.0,No
96561,HH096562,243.19,1.0,apartment,municipal,39.18,230.55,No,Urban,High,1,11.04,No
96565,HH096566,213.45,4.0,apartment,municipal,31.91,218.84,No,Urban,Medium,2.0,12.82,No
96568,HH096569,218.81,5.0,apartment,municipal,34.78,226.25,No,Urban,Medium,1,8.69,No
96569,HH096570,275.78,7.0,apartment,municipal,43.42,276.31,No,Rural,Medium,1,9.21,No
96572,HH096573,207.22,5.0,apartment,municipal,29.03,211.64,No,Suburban,Medium,1.0,6.77,Yes
96575,HH096576,214.68,5.0,apartment,municipal,33.31,209.06,No,Urban,Low,1,5.27,No
96584,HH096585,183.81,3.0,apartment,municipal,29.95,189.49,No,Urban,Medium,1,10.04,No
96592,HH096593,220.75,4.0,apartment,municipal,36.29,220.08,No,Urban,Medium,2.0,3.56,Yes
96595,HH096596,233.34,4.0,apartment,municipal,33.98,233.71,No,Urban,Low,1.0,6.13,No
96597,HH096598,248.97,4.0,apartment,municipal,40.56,250.06,No,Rural,Medium,1,7.02,No
96600,HH096601,146.91,6.0,apartment,well,20.23,140.18,No,Suburban,Medium,3.0,9.13,No
96601,HH096602,198.96,4.0,apartment,well,30.77,204.87,No,Urban,Low,1.0,7.74,No
96604,HH096605,206.55,5.0,apartment,municipal,28.93,207.36,No,Suburban,Medium,1.0,12.82,No
96605,HH096606,188.22,3,apartment,municipal,27.76,179.91,No,Urban,Medium,3.0,3.0,No
96606,HH096607,180.67,6.0,apartment,municipal,24.61,179.2,No,Urban,Medium,1,9.83,No
96616,HH096617,191.67,2.0,house,municipal,30.54,187.06,No,Urban,Low,2.0,11.72,No
96618,HH096619,309.28,2.0,apartment,municipal,44.36,310.5,Yes,Suburban,High,3.0,8.44,No
96633,HH096634,185.11,3,apartment,municipal,28.4,176.37,No,Urban,High,2.0,8.99,No
96640,HH096641,231.99,3,apartment,borewell,36.35,230.13,No,Urban,High,1.0,6.06,No
96652,HH096653,128.13,5.0,apartment,municipal,19.14,133.31,No,Urban,Medium,2.0,6.15,No
96661,HH096662,166.98,3.0,apartment,municipal,25.83,170.87,No,Urban,Medium,1,3.73,No
96663,HH096664,162.68,4.0,apartment,municipal,24.64,155.98,No,Urban,Low,3.0,5.61,No
96673,HH096674,204.61,2.0,apartment,rainwater harvesting,28.54,204.02,No,Urban,Medium,2.0,7.89,No
96688,HH096689,100.88,3,apartment,well,15.13,94.21,No,Urban,Medium,2.0,10.95,No
96697,HH096698,92.3,1.0,apartment,municipal,14.9,93.66,No,Urban,High,1,8.05,No
96699,HH096700,102.55,3,apartment,municipal,15.37,102.14,No,Urban,Medium,1.0,8.08,No
96701,HH096702,271.3,6.0,apartment,municipal,39.37,264.65,No,Urban,High,1,10.4,Yes
96706,HH096707,211.75,5.0,apartment,municipal,31.49,216.57,No,Rural,Medium,1.0,7.21,Yes
96715,HH096716,129.44,5.0,apartment,rainwater harvesting,19.56,127.63,No,Urban,Low,1.0,13.35,No
96724,HH096725,227.35,3,house,municipal,37.49,225.95,No,Urban,High,1.0,11.12,No
96729,HH096730,160.09,1.0,apartment,municipal,23.3,160.81,No,Urban,Medium,3.0,7.59,No
96740,HH096741,258.64,3,apartment,municipal,36.69,251.9,No,Suburban,Medium,1.0,5.24,No
96748,HH096749,207.03,4.0,house,municipal,30.5,206.65,No,Urban,Medium,1.0,8.79,No
96761,HH096762,311.19,6.0,apartment,municipal,42.79,311.46,No,Urban,Medium,1,10.26,No
96764,HH096765,122.48,3,apartment,borewell,16.67,129.31,No,Urban,Medium,1.0,5.93,No
96772,HH096773,239.38,3,apartment,municipal,33.08,231.58,No,Rural,Medium,1.0,6.92,No
96775,HH096776,115.91,4.0,apartment,municipal,16.75,118.54,No,Urban,Medium,2.0,5.98,No
96792,HH096793,97.57,3,apartment,rainwater harvesting,14.82,100.43,No,Urban,High,2.0,8.03,No
96800,HH096801,158.3,3,apartment,municipal,25.37,148.07,No,Suburban,Medium,1.0,6.59,No
96802,HH096803,205.29,3,house,municipal,28.96,206.85,No,Suburban,Low,1,11.18,No
96804,HH096805,263.9,2.0,apartment,municipal,41.71,270.74,No,Urban,Low,2.0,7.97,No
96808,HH096809,254.81,4.0,apartment,municipal,39.64,262.04,No,Suburban,Medium,2.0,9.65,No
96812,HH096813,186.25,7.0,apartment,rainwater harvesting,26.09,184.62,No,Rural,Low,1,14.13,No
96815,HH096816,259.71,4.0,apartment,municipal,35.98,262.02,No,Urban,Medium,2.0,6.14,No
96821,HH096822,282.02,4.0,apartment,municipal,40.09,269.87,No,Rural,Low,1,3.29,No
96827,HH096828,207.64,4.0,house,municipal,28.3,207.78,No,Urban,Medium,2.0,4.73,No
96831,HH096832,227.74,3,apartment,municipal,32.33,227.99,No,Suburban,Medium,2.0,8.25,No
96836,HH096837,218.96,3.0,apartment,municipal,33.46,216.28,No,Urban,Low,1,5.64,No
96842,HH096843,220.99,3,apartment,municipal,32.72,227.84,No,Urban,Low,2.0,3.99,No
96846,HH096847,203.86,3.0,apartment,municipal,30.13,201.14,No,Urban,Low,1,9.57,No
96849,HH096850,152.03,3.0,apartment,rainwater harvesting,22.26,148.76,No,Urban,Medium,1,5.95,No
96853,HH096854,179.02,3.0,apartment,municipal,29.06,182.77,No,Urban,Medium,1,9.3,No
96858,HH096859,202.06,3,apartment,municipal,29.56,203.19,No,Urban,Medium,1,10.68,No
96862,HH096863,122.11,3,apartment,municipal,19.23,118.2,No,Urban,Medium,1.0,10.7,No
96866,HH096867,274.59,5.0,apartment,municipal,37.69,274.42,No,Urban,Low,3.0,7.88,No
96877,HH096878,202.36,3,apartment,municipal,31.48,189.9,No,Urban,Medium,3.0,10.46,Yes
96882,HH096883,157.58,6.0,apartment,municipal,21.58,149.13,No,Urban,Medium,2.0,6.08,No
96886,HH096887,191.61,2.0,apartment,borewell,31.21,196.02,No,Suburban,Medium,2.0,11.32,No
96892,HH096893,200.4,3,apartment,municipal,31.68,209.84,No,Urban,Medium,1.0,10.06,No
96897,HH096898,148.39,3.0,apartment,municipal,22.59,145.14,No,Urban,Medium,2.0,14.24,No
96901,HH096902,170.36,2.0,house,municipal,25.87,167.31,No,Urban,Medium,1.0,8.82,No
96903,HH096904,252.59,3.0,apartment,municipal,39.78,256.08,No,Urban,Medium,2.0,7.59,No
96911,HH096912,283.09,3,apartment,rainwater harvesting,44.57,290.89,No,Urban,Medium,4.0,11.31,No
96933,HH096934,281.97,5.0,apartment,municipal,38.64,280.59,No,Urban,Low,3.0,8.46,No
96938,HH096939,136.85,2.0,house,municipal,18.85,140.55,No,Urban,Low,2.0,4.82,No
96947,HH096948,75.71,6.0,apartment,municipal,10.61,73.61,No,Urban,Medium,1.0,8.23,No
96958,HH096959,251.87,3,apartment,municipal,36.33,258.04,No,Suburban,Medium,1.0,3.0,No
96964,HH096965,274.06,3.0,apartment,municipal,38.78,275.61,No,Urban,Medium,1.0,6.33,No
96966,HH096967,144.08,7.0,house,municipal,22.46,139.23,No,Urban,Medium,1,4.74,Yes
96986,HH096987,218.83,3,apartment,municipal,30.74,215.48,No,Rural,Medium,2.0,8.43,No
96994,HH096995,135.21,3,apartment,municipal,18.62,140.93,No,Urban,Medium,2.0,9.33,No
96997,HH096998,210.97,3,apartment,municipal,29.23,210.38,No,Urban,Low,1.0,10.23,Yes
97007,HH097008,240.11,5.0,apartment,municipal,36.85,235.01,No,Urban,Low,1,3.19,No
97009,HH097010,173.43,6.0,apartment,municipal,27.43,182.11,No,Urban,High,3.0,10.71,No
97015,HH097016,200.31,6.0,apartment,borewell,29.22,206.38,No,Urban,Low,1,6.88,Yes
97016,HH097017,222.93,5.0,apartment,municipal,33.58,223.02,No,Rural,Medium,1,8.21,No
97028,HH097029,255.88,4.0,house,municipal,42.08,257.99,No,Urban,Medium,1.0,5.2,No
97029,HH097030,159.88,3,apartment,municipal,25.93,159.22,No,Urban,Medium,2.0,3.0,No
97031,HH097032,144.16,1.0,apartment,municipal,22.09,144.46,No,Suburban,Medium,1.0,6.26,No
97034,HH097035,303.83,5.0,house,municipal,48.34,302.73,No,Urban,Medium,2.0,11.83,No
97036,HH097037,262.26,4.0,apartment,rainwater harvesting,38.0,262.51,No,Suburban,Medium,2.0,6.61,No
97037,HH097038,273.13,3,apartment,municipal,43.55,271.31,No,Rural,Low,1.0,5.23,No
97042,HH097043,182.29,5.0,apartment,borewell,28.92,181.93,No,Suburban,Medium,1,10.18,No
97043,HH097044,159.03,6.0,apartment,municipal,23.08,156.79,No,Urban,Medium,3.0,7.35,No
97048,HH097049,161.49,7.0,apartment,municipal,24.67,169.55,No,Urban,Medium,1.0,10.35,No
97051,HH097052,168.64,3,apartment,municipal,27.14,163.2,No,Urban,High,1.0,11.78,No
97052,HH097053,204.31,3,apartment,municipal,30.69,202.09,No,Urban,Low,1.0,3.0,No
97054,HH097055,141.06,5.0,apartment,municipal,21.93,144.28,No,Urban,Medium,1.0,6.24,No
97056,HH097057,241.04,3.0,apartment,municipal,37.26,235.5,No,Rural,Medium,2.0,8.57,No
97068,HH097069,131.0,3,house,municipal,19.98,132.86,No,Urban,Medium,1,7.05,Yes
97069,HH097070,206.8,3.0,house,municipal,30.17,206.1,No,Rural,Medium,1,9.62,No
97077,HH097078,212.04,6.0,apartment,municipal,29.95,215.52,No,Urban,Medium,2.0,7.58,No
97086,HH097087,210.8,6.0,house,municipal,33.14,204.95,No,Urban,Low,1,8.23,No
97092,HH097093,113.82,3,apartment,borewell,16.88,112.22,No,Urban,Low,2.0,12.36,No
97107,HH097108,239.48,2.0,apartment,municipal,37.86,236.58,No,Suburban,Medium,1.0,13.13,No
97111,HH097112,254.45,4.0,house,municipal,37.2,249.58,No,Urban,Low,3.0,6.32,No
97118,HH097119,209.48,6.0,house,municipal,34.01,207.12,No,Urban,Medium,1,4.15,No
97128,HH097129,157.8,4.0,apartment,well,21.72,159.28,No,Urban,Medium,1.0,7.02,No
97133,HH097134,210.46,2.0,apartment,municipal,31.97,212.07,No,Rural,Medium,1.0,7.61,No
97140,HH097141,193.71,3.0,house,municipal,26.28,196.28,No,Suburban,Low,1,9.92,Yes
97146,HH097147,166.18,4.0,apartment,municipal,23.09,169.21,No,Urban,Medium,2.0,11.15,No
97148,HH097149,122.32,7.0,house,municipal,18.2,126.87,No,Urban,Medium,1,7.57,No
97151,HH097152,149.49,3.0,house,municipal,20.31,150.06,No,Urban,Medium,1.0,5.97,No
97152,HH097153,210.94,1.0,apartment,municipal,30.84,208.31,No,Suburban,Medium,2.0,5.22,No
97154,HH097155,222.79,2.0,apartment,municipal,32.78,223.93,No,Urban,Medium,1,11.98,No
97157,HH097158,94.9,2.0,apartment,municipal,14.52,93.71,No,Urban,Medium,1,6.84,No
97159,HH097160,139.59,3,apartment,municipal,21.78,136.65,No,Urban,Medium,1.0,3.0,No
97160,HH097161,210.05,3.0,apartment,rainwater harvesting,33.94,208.67,No,Urban,Medium,2.0,13.32,No
97169,HH097170,257.95,4.0,apartment,municipal,37.39,262.84,No,Urban,Low,3.0,6.81,No
97173,HH097174,221.42,3,house,municipal,36.38,225.78,No,Urban,Medium,1,3.0,No
97175,HH097176,314.29,6.0,house,municipal,47.78,314.64,No,Suburban,Medium,1.0,10.4,No
97180,HH097181,107.43,1.0,apartment,municipal,15.6,116.15,No,Urban,Medium,2.0,10.97,No
97185,HH097186,269.15,3,house,municipal,41.85,263.58,No,Urban,Low,4.0,10.75,No
97186,HH097187,246.75,6.0,apartment,municipal,39.29,244.33,No,Rural,Medium,4.0,4.51,Yes
97187,HH097188,241.8,3.0,apartment,municipal,35.63,239.71,No,Urban,Medium,1.0,9.69,No
97188,HH097189,196.66,2.0,apartment,municipal,28.36,194.34,No,Urban,Medium,3.0,11.66,No
97196,HH097197,186.34,6.0,apartment,municipal,27.11,187.68,No,Urban,Medium,1,6.77,No
97197,HH097198,223.81,4.0,apartment,municipal,36.31,223.3,No,Urban,Medium,2.0,10.82,No
97200,HH097201,248.75,5.0,apartment,municipal,40.96,248.12,No,Urban,Medium,1,6.42,No
97213,HH097214,192.24,3,apartment,borewell,31.58,202.84,No,Urban,High,1,8.51,No
97214,HH097215,219.95,3,apartment,municipal,34.65,220.07,No,Urban,Medium,1,12.96,No
97215,HH097216,197.87,5.0,house,municipal,27.69,193.84,No,Urban,High,2.0,12.35,No
97225,HH097226,204.45,3,apartment,municipal,27.9,207.29,No,Suburban,Medium,2.0,4.01,No
97236,HH097237,263.17,1.0,apartment,municipal,38.2,259.31,No,Urban,Medium,1.0,12.23,No
97241,HH097242,228.76,6.0,apartment,municipal,37.57,227.79,No,Urban,Low,2.0,7.46,No
97252,HH097253,187.91,3,apartment,borewell,28.22,189.53,No,Urban,Low,1,3.0,No
97254,HH097255,208.13,4.0,apartment,municipal,32.49,210.32,No,Rural,Low,2.0,9.01,No
97260,HH097261,181.51,9.0,apartment,municipal,27.67,179.32,No,Urban,Low,1,5.5,No
97272,HH097273,192.7,3,apartment,municipal,31.36,179.05,No,Urban,High,2.0,6.96,No
97275,HH097276,199.57,3.0,apartment,municipal,27.6,200.91,Yes,Urban,Medium,1,4.51,No
97278,HH097279,208.04,4.0,apartment,municipal,28.42,204.42,No,Urban,Low,1.0,9.32,No
97280,HH097281,212.21,6.0,house,borewell,30.06,204.77,No,Rural,Low,1.0,3.0,No
97286,HH097287,175.08,5.0,apartment,municipal,26.39,177.85,No,Rural,High,2.0,5.95,No
97288,HH097289,168.7,3.0,apartment,municipal,25.71,171.91,No,Rural,Low,2.0,6.59,No
97290,HH097291,257.22,4.0,apartment,municipal,37.45,255.86,No,Urban,Low,1,8.48,No
97302,HH097303,191.88,3,apartment,municipal,27.18,185.97,No,Urban,Medium,1.0,6.35,No
97307,HH097308,135.83,4.0,apartment,rainwater harvesting,20.53,142.71,No,Urban,Medium,2.0,3.56,No
97318,HH097319,185.64,3,apartment,municipal,29.64,188.8,No,Rural,Medium,1.0,6.54,No
97321,HH097322,239.45,7.0,house,borewell,37.89,235.27,No,Urban,High,1.0,7.89,No
